Accession,FIA,FIB,FIC,AmoxiClav,Amoxicillin,Ceftazidime,Ciprofloxacin,Cefotaxime,Cefuroxime,Gentamicin,PipTaz
ERR435333,No_FIA,FIB,No_FIC,S,S,S,S,S,S,S,S
ERR435334,No_FIA,FIB,FIC,S,S,S,S,S,S,S,S
ERR435335,FIA,FIB,FIC,S,R,S,S,S,S,S,S
ERR435336,No_FIA,FIB,No_FIC,S,R,S,S,S,S,S,S
ERR435340,No_FIA,FIB,No_FIC,S,R,S,S,S,S,S,S
ERR435341,No_FIA,FIB,No_FIC,S,S,S,R,S,S,I,S
ERR435344,No_FIA,FIB,No_FIC,R,R,S,S,S,S,S,S
ERR435345,No_FIA,FIB,FIC,S,S,S,S,S,S,S,S
ERR435346,No_FIA,No_FIB,No_FIC,R,R,S,S,S,S,S,S
ERR435347,No_FIA,No_FIB,No_FIC,R,R,S,S,S,S,S,I
ERR435350,FIA,No_FIB,No_FIC,R,R,R,R,R,R,S,R
ERR435351,No_FIA,FIB,No_FIC,S,R,S,S,S,S,I,S
ERR435352,No_FIA,No_FIB,No_FIC,S,S,S,S,S,S,S,S
ERR435354,No_FIA,FIB,No_FIC,S,R,S,S,S,S,S,S
ERR435356,No_FIA,FIB,No_FIC,S,S,S,S,S,S,S,S
ERR435358,No_FIA,No_FIB,No_FIC,R,R,S,S,S,R,S,I
ERR435360,No_FIA,FIB,No_FIC,S,S,S,S,S,S,S,S
ERR435365,No_FIA,No_FIB,No_FIC,S,R,S,S,S,S,S,S
ERR435367,No_FIA,No_FIB,No_FIC,S,S,S,S,S,S,S,S
ERR435368,No_FIA,FIB,FIC,S,R,S,S,S,S,S,S
ERR435369,No_FIA,FIB,No_FIC,R,R,S,S,S,S,S,S
ERR435372,No_FIA,No_FIB,No_FIC,S,R,S,S,S,S,S,S
ERR435375,No_FIA,No_FIB,No_FIC,R,R,S,S,S,S,S,I
ERR435376,No_FIA,FIB,No_FIC,R,R,S,S,S,S,S,S
ERR435377,No_FIA,FIB,FIC,S,R,S,S,S,S,S,S
ERR435378,No_FIA,FIB,FIC,R,R,S,S,S,S,S,S
ERR435379,FIA,FIB,No_FIC,R,R,S,S,S,S,S,S
ERR435384,FIA,No_FIB,No_FIC,R,R,I,R,R,R,I,I
ERR435385,FIA,FIB,No_FIC,R,R,R,R,R,R,R,S
ERR435386,FIA,No_FIB,No_FIC,R,R,S,R,R,R,S,S
ERR435387,No_FIA,FIB,No_FIC,S,S,S,S,S,S,S,S
ERR435388,No_FIA,FIB,No_FIC,S,S,S,S,S,S,S,S
ERR435391,No_FIA,FIB,No_FIC,R,S,S,S,S,R,S,S
ERR435392,FIA,No_FIB,No_FIC,R,S,I,R,R,R,S,S
ERR435393,No_FIA,No_FIB,No_FIC,S,S,S,S,S,S,S,S
ERR435395,FIA,No_FIB,No_FIC,S,S,S,R,S,S,S,S
ERR435397,No_FIA,No_FIB,FIC,S,S,S,S,S,S,S,S
ERR435398,No_FIA,No_FIB,No_FIC,R,S,S,S,S,S,S,S
ERR435399,No_FIA,FIB,No_FIC,S,S,S,S,S,S,S,S
ERR435400,No_FIA,FIB,No_FIC,S,S,S,S,S,S,S,S
ERR435402,No_FIA,FIB,No_FIC,S,R,S,S,S,S,S,S
ERR435403,No_FIA,FIB,No_FIC,S,S,S,S,S,S,S,S
ERR435404,No_FIA,FIB,No_FIC,S,S,S,S,S,S,S,S
ERR435405,No_FIA,FIB,No_FIC,S,R,S,S,S,S,S,S
ERR435406,No_FIA,No_FIB,No_FIC,S,R,S,S,S,S,S,S
ERR435408,No_FIA,No_FIB,No_FIC,R,R,S,S,S,S,S,S
ERR435409,No_FIA,FIB,No_FIC,R,R,S,S,S,S,S,S
ERR435413,FIA,FIB,No_FIC,R,R,S,S,S,S,S,S
ERR435414,No_FIA,No_FIB,No_FIC,S,S,S,S,S,R,S,S
ERR435415,No_FIA,No_FIB,No_FIC,S,S,S,S,S,S,S,S
ERR435417,No_FIA,No_FIB,No_FIC,S,S,S,S,S,S,S,S
ERR435418,No_FIA,FIB,FIC,S,S,S,S,S,R,S,S
ERR435421,No_FIA,No_FIB,No_FIC,S,S,S,S,S,S,S,S
ERR435422,No_FIA,FIB,No_FIC,R,R,S,S,S,S,S,S
ERR435423,No_FIA,No_FIB,No_FIC,S,S,S,S,S,S,S,S
ERR435425,No_FIA,No_FIB,No_FIC,S,S,S,S,S,S,S,S
ERR435427,No_FIA,FIB,No_FIC,S,S,S,S,S,S,S,S
ERR435429,No_FIA,FIB,FIC,R,R,S,R,S,R,S,S
ERR435431,FIA,FIB,No_FIC,R,R,R,R,R,R,R,I
ERR435433,No_FIA,FIB,No_FIC,R,R,S,S,S,S,S,S
ERR435434,FIA,No_FIB,No_FIC,R,R,S,S,S,S,R,S
ERR435435,No_FIA,No_FIB,No_FIC,S,S,S,S,S,S,S,S
ERR435437,FIA,FIB,No_FIC,S,R,S,S,S,S,S,S
ERR435438,No_FIA,FIB,FIC,S,R,S,S,S,S,S,S
ERR435439,No_FIA,No_FIB,No_FIC,S,S,S,S,S,S,S,S
ERR435441,FIA,No_FIB,No_FIC,R,R,R,R,R,R,S,S
ERR435442,No_FIA,FIB,FIC,S,S,S,S,S,S,S,S
ERR435444,No_FIA,FIB,No_FIC,S,R,S,S,S,S,S,S
ERR435445,FIA,FIB,No_FIC,S,R,S,R,S,S,S,S
ERR435446,No_FIA,FIB,No_FIC,S,S,S,S,S,S,S,S
ERR435447,No_FIA,FIB,FIC,S,S,S,S,S,S,S,S
ERR435449,No_FIA,No_FIB,No_FIC,R,R,S,S,S,S,S,S
ERR435450,No_FIA,FIB,FIC,R,R,R,S,S,R,S,R
ERR435453,No_FIA,No_FIB,No_FIC,R,R,S,S,S,S,S,S
ERR435454,No_FIA,FIB,FIC,S,S,S,S,S,S,S,S
ERR435455,No_FIA,No_FIB,No_FIC,S,S,S,S,S,S,S,S
ERR435456,No_FIA,No_FIB,No_FIC,S,S,S,S,S,S,S,S
ERR435457,No_FIA,FIB,FIC,R,R,S,R,S,R,S,S
ERR435458,No_FIA,No_FIB,No_FIC,S,S,S,S,S,R,S,S
ERR435459,No_FIA,No_FIB,No_FIC,S,S,S,S,S,S,S,S
ERR435460,No_FIA,FIB,FIC,S,S,S,S,S,S,S,S
ERR435461,No_FIA,FIB,No_FIC,S,R,S,S,S,S,S,S
ERR435463,No_FIA,No_FIB,No_FIC,S,R,S,S,S,S,S,S
ERR435465,No_FIA,No_FIB,No_FIC,S,S,S,S,S,S,S,S
ERR435466,No_FIA,No_FIB,No_FIC,R,R,S,S,S,S,S,S
ERR435467,No_FIA,FIB,No_FIC,S,S,S,S,S,S,S,S
ERR435472,No_FIA,FIB,No_FIC,S,S,S,S,S,S,S,S
ERR435473,No_FIA,FIB,No_FIC,S,S,S,S,S,S,S,S
ERR435474,No_FIA,FIB,No_FIC,S,S,S,S,S,S,S,S
ERR435476,No_FIA,FIB,FIC,S,S,S,S,S,S,S,S
ERR435478,No_FIA,FIB,No_FIC,S,S,S,S,S,S,S,S
ERR435480,FIA,No_FIB,No_FIC,S,S,S,R,S,S,S,S
ERR435481,No_FIA,No_FIB,No_FIC,S,S,S,S,S,S,S,S
ERR435483,No_FIA,No_FIB,No_FIC,S,S,S,S,S,S,S,S
ERR435484,No_FIA,FIB,No_FIC,S,S,S,S,S,S,S,S
ERR435486,No_FIA,FIB,FIC,R,S,S,S,S,R,S,S
ERR435487,No_FIA,No_FIB,No_FIC,S,S,S,S,S,S,S,S
ERR435489,FIA,FIB,No_FIC,S,S,S,R,S,S,R,S
ERR435490,No_FIA,FIB,No_FIC,S,S,S,R,S,S,S,S
ERR435491,No_FIA,No_FIB,No_FIC,S,S,S,S,S,S,S,S
ERR435492,No_FIA,No_FIB,No_FIC,R,S,I,S,S,R,S,S
ERR435493,No_FIA,No_FIB,No_FIC,S,S,S,S,S,S,S,S
ERR435494,FIA,FIB,FIC,S,S,R,R,R,R,S,S
ERR435495,No_FIA,No_FIB,No_FIC,S,S,S,S,S,S,S,S
ERR435496,No_FIA,No_FIB,No_FIC,S,S,S,S,S,S,S,S
ERR435497,No_FIA,FIB,No_FIC,S,S,S,S,S,S,S,S
ERR435499,No_FIA,FIB,FIC,S,R,S,S,S,S,S,S
ERR435500,No_FIA,No_FIB,No_FIC,S,S,S,S,S,S,S,S
ERR435501,No_FIA,No_FIB,No_FIC,S,S,S,S,S,S,S,S
ERR435503,FIA,FIB,No_FIC,S,R,S,S,S,S,S,S
ERR435504,No_FIA,FIB,FIC,S,R,S,S,S,S,S,S
ERR435505,No_FIA,FIB,No_FIC,S,R,S,S,S,S,S,S
ERR435506,No_FIA,FIB,FIC,S,S,S,S,S,S,S,S
ERR435507,No_FIA,No_FIB,No_FIC,S,S,S,S,S,S,S,S
ERR435508,No_FIA,No_FIB,No_FIC,S,S,S,S,S,S,S,S
ERR435510,No_FIA,FIB,FIC,S,R,S,S,S,S,S,S
ERR435513,No_FIA,No_FIB,No_FIC,S,S,S,S,S,S,S,S
ERR435514,No_FIA,FIB,FIC,S,R,S,S,S,S,S,S
ERR435515,No_FIA,FIB,No_FIC,S,R,S,S,S,S,S,S
ERR435520,No_FIA,FIB,No_FIC,S,S,S,S,S,S,S,S
ERR435521,No_FIA,No_FIB,No_FIC,S,S,S,S,S,S,S,S
ERR435522,No_FIA,FIB,FIC,S,S,S,S,S,S,S,S
ERR435524,FIA,FIB,No_FIC,S,R,S,S,S,S,S,S
ERR435525,No_FIA,FIB,FIC,S,R,S,S,S,S,S,S
ERR435528,No_FIA,FIB,No_FIC,S,S,S,S,S,S,S,S
ERR435529,No_FIA,FIB,No_FIC,S,S,S,S,S,S,S,S
ERR435535,No_FIA,FIB,FIC,S,S,S,S,S,S,S,S
ERR435537,No_FIA,FIB,No_FIC,S,R,R,R,R,R,S,S
ERR435539,No_FIA,FIB,No_FIC,S,R,S,S,S,S,S,S
ERR435542,No_FIA,FIB,FIC,S,S,S,S,S,S,S,S
ERR435543,No_FIA,No_FIB,No_FIC,R,R,S,S,S,S,S,S
ERR435544,No_FIA,No_FIB,No_FIC,S,S,S,S,S,S,S,S
ERR435549,FIA,FIB,No_FIC,R,R,S,S,S,S,S,S
ERR435552,No_FIA,No_FIB,No_FIC,R,R,S,S,S,S,R,I
ERR435554,No_FIA,FIB,FIC,S,S,S,S,S,S,S,S
ERR435556,No_FIA,No_FIB,No_FIC,S,S,S,S,S,S,S,S
ERR435559,No_FIA,No_FIB,No_FIC,S,S,S,S,S,S,S,S
ERR435560,No_FIA,FIB,FIC,S,S,S,S,S,S,S,S
ERR435563,No_FIA,FIB,FIC,S,S,S,S,S,S,S,S
ERR435564,No_FIA,FIB,No_FIC,S,R,S,S,S,S,S,S
ERR435565,No_FIA,No_FIB,No_FIC,R,R,S,S,I,R,S,I
ERR435566,No_FIA,FIB,No_FIC,R,R,S,S,S,S,S,S
ERR435567,FIA,FIB,No_FIC,R,R,S,R,S,S,R,S
ERR435568,No_FIA,No_FIB,No_FIC,S,S,S,S,S,S,S,S
ERR435569,No_FIA,FIB,No_FIC,S,R,S,S,S,S,S,S
ERR435570,No_FIA,No_FIB,No_FIC,S,R,S,S,S,S,S,S
ERR435572,No_FIA,FIB,FIC,R,R,S,S,S,S,S,S
ERR435573,No_FIA,No_FIB,No_FIC,S,S,S,S,S,S,S,S
ERR435575,No_FIA,No_FIB,No_FIC,S,S,S,S,S,S,S,S
ERR435578,FIA,FIB,No_FIC,R,R,S,S,S,S,S,R
ERR439533,No_FIA,FIB,FIC,R,S,S,R,S,S,S,S
ERR439536,No_FIA,No_FIB,No_FIC,S,S,S,S,S,S,S,S
ERR439537,No_FIA,No_FIB,No_FIC,S,S,S,S,S,S,S,S
ERR439539,No_FIA,FIB,No_FIC,S,S,S,S,S,S,S,S
ERR439540,No_FIA,No_FIB,No_FIC,S,S,S,S,S,S,S,S
ERR439542,No_FIA,FIB,No_FIC,S,S,S,S,S,S,S,S
ERR439543,No_FIA,FIB,FIC,S,S,S,S,S,S,S,S
ERR439544,No_FIA,No_FIB,No_FIC,S,S,S,S,S,S,S,S
ERR439549,No_FIA,FIB,No_FIC,S,R,S,S,S,S,S,S
ERR439550,No_FIA,No_FIB,No_FIC,S,R,S,S,S,S,S,S
ERR439552,No_FIA,No_FIB,No_FIC,R,R,S,S,S,S,S,S
ERR439553,No_FIA,No_FIB,No_FIC,R,R,S,S,S,R,I,R
ERR439556,No_FIA,FIB,No_FIC,R,R,S,S,S,S,S,R
ERR439557,No_FIA,FIB,No_FIC,S,R,S,S,S,S,S,S
ERR439558,No_FIA,No_FIB,No_FIC,R,R,S,S,S,R,S,R
ERR439559,No_FIA,FIB,FIC,S,S,S,S,S,S,S,S
ERR439561,No_FIA,FIB,No_FIC,R,R,S,S,S,S,S,S
ERR439562,No_FIA,FIB,FIC,S,R,S,S,S,S,S,S
ERR439563,No_FIA,No_FIB,No_FIC,S,S,S,S,S,S,S,S
ERR439564,FIA,No_FIB,No_FIC,S,R,S,R,S,S,S,S
ERR439565,No_FIA,No_FIB,No_FIC,S,R,S,S,S,S,S,S
ERR439566,No_FIA,No_FIB,No_FIC,R,R,S,S,S,S,S,S
ERR439568,No_FIA,No_FIB,No_FIC,S,S,S,S,S,S,S,R
ERR439569,No_FIA,No_FIB,No_FIC,S,R,S,S,S,S,S,S
ERR439570,No_FIA,FIB,No_FIC,S,S,S,S,S,S,S,S
ERR439572,No_FIA,FIB,FIC,S,S,S,S,S,S,S,S
ERR439574,No_FIA,FIB,FIC,S,S,S,S,S,S,S,S
ERR439575,FIA,No_FIB,No_FIC,R,R,I,R,R,R,S,S
ERR439578,No_FIA,No_FIB,No_FIC,R,R,S,S,S,S,S,S
ERR439579,No_FIA,FIB,No_FIC,S,S,S,S,S,S,S,S
ERR439580,No_FIA,No_FIB,No_FIC,R,R,S,S,S,S,S,S
ERR439581,No_FIA,No_FIB,No_FIC,S,S,S,S,S,R,S,S
ERR439588,No_FIA,No_FIB,No_FIC,R,R,S,S,S,S,S,S
ERR439589,FIA,FIB,No_FIC,R,R,S,S,S,R,S,I
ERR439590,No_FIA,FIB,No_FIC,S,S,S,S,S,S,S,S
ERR439591,No_FIA,FIB,No_FIC,S,S,S,S,S,S,S,S
ERR439592,No_FIA,FIB,No_FIC,S,S,S,S,S,S,S,S
ERR439594,No_FIA,No_FIB,No_FIC,S,S,S,S,S,S,S,S
ERR439601,FIA,FIB,No_FIC,R,S,R,R,R,R,S,R
ERR439603,No_FIA,No_FIB,No_FIC,S,S,S,S,S,S,S,I
ERR439605,No_FIA,FIB,No_FIC,S,S,S,S,S,S,S,I
ERR439606,No_FIA,FIB,No_FIC,S,R,S,S,S,S,S,S
ERR439607,No_FIA,No_FIB,No_FIC,R,R,S,S,S,S,S,S
ERR439608,No_FIA,FIB,FIC,S,S,S,S,S,S,S,S
ERR439609,No_FIA,FIB,No_FIC,R,R,S,S,S,R,S,S
ERR439610,No_FIA,No_FIB,No_FIC,R,R,S,S,S,R,I,I
ERR439611,No_FIA,No_FIB,No_FIC,S,S,S,S,S,S,S,S
ERR439613,FIA,No_FIB,No_FIC,S,R,S,R,S,S,S,S
ERR439616,No_FIA,FIB,No_FIC,S,S,S,S,S,S,S,S
ERR439618,No_FIA,FIB,No_FIC,S,S,S,S,S,S,S,S
ERR439621,No_FIA,No_FIB,No_FIC,R,R,S,S,S,S,S,S
ERR439623,No_FIA,No_FIB,No_FIC,R,R,S,S,S,S,S,S
ERR439624,No_FIA,FIB,No_FIC,R,R,S,S,S,S,S,S
ERR439627,No_FIA,No_FIB,No_FIC,R,R,S,S,S,R,I,R
ERR439628,FIA,No_FIB,No_FIC,R,R,S,S,S,S,S,R
ERR439629,No_FIA,FIB,No_FIC,S,S,S,S,S,S,R,S
ERR439632,No_FIA,FIB,No_FIC,S,S,S,S,S,S,S,S
ERR439633,No_FIA,No_FIB,No_FIC,R,S,S,S,S,S,S,S
ERR439635,FIA,No_FIB,No_FIC,R,S,S,R,S,R,S,S
ERR439636,No_FIA,No_FIB,No_FIC,S,S,S,R,S,S,S,S
ERR439637,No_FIA,No_FIB,No_FIC,R,S,S,S,S,S,S,S
ERR439638,No_FIA,FIB,No_FIC,S,S,S,S,S,S,S,S
ERR439639,No_FIA,FIB,FIC,R,R,S,S,S,S,S,S
ERR439640,No_FIA,FIB,FIC,S,R,S,S,S,S,S,S
ERR439642,No_FIA,FIB,No_FIC,S,S,S,S,S,S,S,S
ERR439644,No_FIA,No_FIB,FIC,S,S,S,S,S,S,S,S
ERR439647,No_FIA,FIB,No_FIC,S,R,S,S,S,S,S,S
ERR439648,No_FIA,FIB,No_FIC,S,S,S,S,S,S,S,S
ERR439649,No_FIA,FIB,No_FIC,S,S,S,S,S,S,S,S
ERR439650,No_FIA,FIB,FIC,S,R,S,S,S,S,S,S
ERR439651,FIA,No_FIB,No_FIC,R,R,R,R,R,R,R,I
ERR439652,FIA,No_FIB,No_FIC,R,R,S,R,S,S,S,S
ERR439653,No_FIA,FIB,No_FIC,R,R,S,S,S,S,S,S
ERR439655,No_FIA,No_FIB,No_FIC,R,R,S,S,S,S,S,S
ERR439657,FIA,No_FIB,No_FIC,R,R,S,R,S,R,S,S
ERR439658,FIA,FIB,No_FIC,R,R,S,S,S,S,S,S
ERR439660,No_FIA,FIB,No_FIC,S,R,S,S,S,S,S,S
ERR439662,No_FIA,FIB,No_FIC,R,R,S,S,S,S,S,S
ERR439663,FIA,FIB,No_FIC,S,R,S,R,S,S,R,S
ERR439665,No_FIA,FIB,No_FIC,S,S,S,S,S,S,S,S
ERR439666,FIA,FIB,No_FIC,R,S,S,S,S,S,S,R
ERR439667,No_FIA,No_FIB,No_FIC,R,S,S,R,S,S,S,S
ERR439669,No_FIA,No_FIB,No_FIC,S,S,S,S,S,S,S,S
ERR439670,FIA,FIB,No_FIC,S,S,S,R,S,S,R,S
ERR439672,No_FIA,No_FIB,No_FIC,S,S,R,R,R,R,S,S
ERR439674,No_FIA,FIB,FIC,S,S,S,S,S,S,S,S
ERR439675,No_FIA,FIB,No_FIC,S,S,S,S,S,S,S,S
ERR439676,No_FIA,No_FIB,No_FIC,S,S,S,S,S,S,S,S
ERR439677,No_FIA,No_FIB,No_FIC,R,S,S,S,S,S,S,R
ERR439678,No_FIA,FIB,No_FIC,S,S,S,S,S,S,S,S
ERR439679,No_FIA,FIB,No_FIC,S,S,S,S,S,S,S,S
ERR439682,No_FIA,FIB,No_FIC,R,S,S,S,S,S,S,S
ERR439683,No_FIA,No_FIB,No_FIC,S,S,S,S,S,S,S,S
ERR439684,No_FIA,No_FIB,No_FIC,S,S,S,S,S,S,S,S
ERR439685,No_FIA,FIB,FIC,S,S,S,S,S,S,S,S
ERR439686,No_FIA,No_FIB,No_FIC,S,S,S,S,S,S,S,S
ERR439687,No_FIA,FIB,No_FIC,S,S,S,S,S,S,S,S
ERR439688,No_FIA,FIB,No_FIC,S,S,S,S,S,S,S,S
ERR439689,No_FIA,FIB,No_FIC,S,S,S,S,S,S,S,S
ERR439691,No_FIA,FIB,FIC,S,S,S,S,S,R,S,S
ERR439692,No_FIA,FIB,FIC,R,S,S,S,S,S,S,R
ERR439695,No_FIA,No_FIB,No_FIC,S,S,S,S,S,S,S,S
ERR439696,No_FIA,FIB,FIC,S,S,S,S,S,S,S,S
ERR439697,No_FIA,FIB,FIC,R,S,S,S,S,S,S,R
ERR439698,No_FIA,FIB,No_FIC,S,S,S,R,S,S,S,S
ERR439701,No_FIA,No_FIB,No_FIC,S,S,S,S,S,S,S,S
ERR439703,No_FIA,No_FIB,No_FIC,S,S,S,S,S,S,S,S
ERR439704,No_FIA,No_FIB,No_FIC,S,S,S,S,S,S,S,S
ERR439706,No_FIA,No_FIB,No_FIC,S,R,S,S,S,S,S,S
ERR439707,No_FIA,FIB,No_FIC,S,S,S,S,S,S,S,S
ERR439708,No_FIA,FIB,No_FIC,S,S,S,S,S,S,S,S
ERR439710,No_FIA,No_FIB,No_FIC,S,S,S,S,S,S,S,S
ERR439711,FIA,No_FIB,No_FIC,R,R,S,R,S,S,R,R
ERR439712,FIA,No_FIB,No_FIC,S,S,S,R,S,R,S,S
ERR439713,No_FIA,FIB,No_FIC,S,R,S,S,S,S,S,S
ERR439716,No_FIA,No_FIB,No_FIC,S,S,S,S,S,S,S,S
ERR439717,FIA,No_FIB,No_FIC,R,R,R,R,R,R,S,R
ERR439718,FIA,FIB,No_FIC,R,R,S,S,S,S,S,R
ERR439720,No_FIA,FIB,No_FIC,S,R,S,S,S,R,S,S
ERR439721,FIA,No_FIB,No_FIC,R,R,S,R,S,R,S,R
ERR439722,FIA,FIB,No_FIC,R,R,R,R,R,R,R,S
ERR439723,No_FIA,No_FIB,No_FIC,S,S,S,S,S,S,S,S
ERR439724,No_FIA,No_FIB,No_FIC,S,S,S,S,S,S,S,S
ERR439725,No_FIA,FIB,FIC,S,S,S,S,S,S,S,S
ERR439726,No_FIA,FIB,FIC,S,R,S,S,S,S,S,S
ERR439727,No_FIA,FIB,No_FIC,R,R,S,S,S,S,S,S
ERR439729,No_FIA,FIB,FIC,S,R,S,S,S,R,S,S
ERR439730,No_FIA,FIB,No_FIC,S,S,S,S,S,S,S,S
ERR439732,No_FIA,FIB,FIC,S,S,S,S,S,S,S,S
ERR485890,No_FIA,FIB,No_FIC,S,S,S,I,S,S,S,S
ERR485893,No_FIA,No_FIB,No_FIC,S,S,S,S,S,S,S,S
ERR485895,No_FIA,FIB,No_FIC,S,R,S,S,S,S,S,S
ERR485896,No_FIA,FIB,FIC,S,S,S,S,S,S,S,I
ERR485897,FIA,FIB,No_FIC,R,R,S,S,S,S,S,S
ERR485898,No_FIA,No_FIB,No_FIC,S,S,S,S,S,S,S,S
ERR485899,FIA,FIB,No_FIC,R,R,S,S,S,S,S,S
ERR485900,No_FIA,No_FIB,No_FIC,S,S,S,S,S,S,S,S
